id,question_text,option_a,option_b,option_c,option_d,correct_answer,explanation,grammar_type,difficulty_level,created_at,updated_at
414fdb90-8fab-4c5e-9de9-2cc27cac9286,"This is the restaurant _____ we had dinner last night.",which,that,where,whose,C,"정답은 C입니다. 장소를 나타내는 선행사 'the restaurant'를 수식하는 관계부사 'where'가 필요합니다. 'where'는 'in which'와 같은 의미입니다. A 'which'나 B 'that'은 단독으로 사용할 수 없고 'in which' 또는 'in that' 형태로 써야 합니다. D 'whose'는 소유격입니다. 예시: ‘This is the place where the accident happened.’",Relative Clauses,beginner,2025-08-20 04:50:35.304173+00,2025-08-20 04:50:35.304173+00
73717193-c9cb-4514-89f0-84d98499a87d,She _____ to school every day.,go,goes,going,gone,B,"정답은 B입니다. 주어 'She'는 3인칭 단수이므로 현재시제 동사에는 '-s'나 '-es'를 붙여 'goes'를 사용합니다. 'every day'는 반복되는 행동을 나타내므로 현재 시제가 적절합니다. 이 문제는 시제(Tenses)에 관한 것입니다. 예시: 'He goes to work by bus.'",Tenses,beginner,2025-08-20 04:50:35.304173+00,2025-08-20 04:50:35.304173+00
9ec2b158-f8d1-4f85-9a83-30d3996caba6,I enjoy _____ to the movies with my friends.,go,going,went,gone,B,"정답은 B입니다. 동사 'enjoy'는 목적어로 동명사(-ing 형태)를 취합니다. 따라서 'going'이 맞습니다. A 'go'는 동사 원형, C 'went'는 과거형, D 'gone'은 과거분사로 여기서는 사용할 수 없습니다. 예시: 'She enjoys listening to music.'",Gerunds,beginner,2025-08-20 04:50:35.304173+00,2025-08-20 04:50:35.304173+00
bae46dc6-bd8f-4a7e-8d28-3e58eaa3f4d9,He stopped _____ a book when he heard the news.,read,reading,to read,readed,B,"정답은 B입니다. 동명사 'reading'은 문장 속에서 동작을 나타내는 형용사로 사용됩니다. A 'read'는 동사입니다. C 'to read'는 to + 동명사로 사용되는 형태이며, 여기서는 부적절합니다. D 'readed'는 과거분사로 사용될 수 없으며, 현재완전 시제에 사용됩니다. 예시: 'She is interested in reading poetry.', 'He stopped smoking last year.'",Gerunds,beginner,2025-08-20 04:50:35.304173+00,2025-08-20 04:50:35.304173+00
e1a16bee-f62f-456e-9fee-4e77b6487d4c,She _____ English for two hours every day.,study,studies,is studying,studied,B,"정답은 B입니다. 주어 'She'가 3인칭 단수이고, 'every day'라는 표현으로 보아 반복되는 습관을 나타내므로 현재 시제 동사 'studies'가 맞습니다. A 'study'는 1, 2인칭 및 복수 주어에 사용됩니다. C 'is studying'은 현재 진행 중인 동작을, D 'studied'는 과거 동작을 나타냅니다. 이 문제는 시제에 관한 것입니다.",Tenses,beginner,2025-08-20 04:50:35.304173+00,2025-08-20 04:50:35.304173+00
47fe8874-cd4e-423d-bc8a-b99ad257ccb4,"He stopped _____ a car, because he didn't have money.",buy,buying,bought,to buy,B,"정답은 B입니다. 'stop buying'은 '사는 것을 멈추다'라는 의미입니다. 돈이 없었기 때문에 차를 사는 행위를 그만두었다는 의미가 문맥상 가장 자연스럽습니다. 'stop to buy'는 '차를 사기 위해 (하던 일을) 멈추다'라는 의미가 되어 문맥에 맞지 않습니다. 예시: 'He stopped spending money carelessly.'",Gerunds,beginner,2025-08-20 04:50:35.304173+00,2025-08-20 04:50:35.304173+00
2c1f8b2b-acfe-42d6-94ad-c90d37a25f22,She _____ to school every day.,go,goes,going,gone,B,"정답은 B입니다. 'She'는 3인칭 단수 주어이므로, 현재시제 동사에는 '-s'를 붙여 'goes'를 사용합니다. 'every day'는 반복되는 습관을 나타내므로 현재 시제가 적절합니다. 이 문제는 시제(Tenses)에 관한 것입니다. 예시: 'He goes to work by bus.'",Tenses,beginner,2025-08-20 04:50:35.304173+00,2025-08-20 04:50:35.304173+00
ab08af12-d794-4504-a3b5-69e4106cfb1c,I regret _____ so much money last year.,spending,spend,spent,to spend,A,"정답은 A입니다. 'regret' 뒤에 동명사(-ing)가 오면 '과거에 ~한 것을 후회한다'는 의미가 됩니다. 'last year'라는 과거 시점이 명시되어 있으므로 'spending'이 맞습니다. 'regret to spend'는 '돈을 쓰게 되어 유감이다'라는 의미로, 미래의 행동에 대한 유감을 나타낼 때 사용됩니다. 예시: ‘I regret not studying harder.’",Gerunds,beginner,2025-08-20 04:50:35.304173+00,2025-08-20 04:50:35.304173+00
b1cc7428-36b8-4a8a-afbd-548079e4fa5f,He wants _____ a new car.,buy,buying,bought,to buy,D,"정답은 D입니다. 'want' 뒤에는 to 부정사를 사용합니다. to 부정사는 후행 동사로, 주로 후행 동사 앞에 위치하여 목적어를 취합니다. A 'buy'는 동사로, to 부정사 없이 사용됩니다. B 'buying'은 현재분사와 사용됩니다. C 'bought'는 과거분사로, 과거 시제와 함께 사용됩니다. 예시: ‘I need to buy a new shirt.’",Infinitives,beginner,2025-08-20 04:50:35.304173+00,2025-08-20 04:50:35.304173+00
20010fc1-cf0b-49e4-b82e-266ff65c0edc,"Please tell me _____ you are going.",where,when,which,what,A,"정답은 A입니다. '어디로 가는지'를 묻고 있으므로 장소를 나타내는 의문사 'where'가 맞습니다. 이 문장에서 'where you are going'은 'tell'의 직접목적어 역할을 하는 명사절입니다. B 'when'은 시간, C 'which'는 선택, D 'what'은 무엇인지를 묻습니다. 예시: ‘Can you tell me where the station is?’",Noun Clauses,beginner,2025-08-20 04:50:35.304173+00,2025-08-20 04:50:35.304173+00
5fcbae59-3b08-4366-9f9a-79a4a71a8468,I decided _____ a book.,read,reading,to read,readed,C,"정답은 C입니다. 'decide' 뒤에는 to 부정사를 사용합니다.  to 부정사는 후행 동사로, 주로 후행 동사 앞에 위치하여 목적어를 취합니다. A 'read'는 동사로, to 부정사 없이 사용됩니다. B 'reading'은 현재분사와 사용됩니다. C 'to read'는 to 부정사로, 후행 동사 앞에 위치하여 목적어를 취합니다. 예시: ‘I decided to read a book.’",Infinitives,beginner,2025-08-20 04:50:35.304173+00,2025-08-20 04:50:35.304173+00
4e257a01-31d5-4b0d-a6b7-a41d1602efd6,"The dog _____ quickly when it saw the ball.",run,running,ran,runs,C,"정답은 C입니다. 'when it saw the ball'이라는 과거 시점의 부사절이 있으므로, 주절의 동사도 과거형인 'ran'이 되어야 합니다. A 'run'은 현재형 또는 과거분사, B 'running'은 현재분사, D 'runs'는 3인칭 단수 현재형입니다. 예시: ‘She cried when she heard the news.’",Tenses,beginner,2025-08-20 04:50:35.304173+00,2025-08-20 04:50:35.304173+00
1408f623-27d4-41b9-9bc5-1e883117ff63,"The book _____ interesting, so I read it all night.",is,was,be,were,B,"정답은 B입니다. 주절의 동사가 'read'(과거)이므로, 종속절의 동사도 과거 시제인 'was'가 되어야 합니다. 책이 흥미로웠던 것이 과거의 일이므로 'was'를 사용합니다. A 'is'는 현재형, C 'be'는 원형, D 'were'는 복수 주어에 사용됩니다. 예시: ‘The movie was sad, so I cried.’",Tenses,beginner,2025-08-20 04:50:35.304173+00,2025-08-20 04:50:35.304173+00
186aeaad-85e7-4ec2-a157-6d7b5b0962bf,"The house _____ a beautiful garden.",have,has,having,had,B,"정답은 B입니다. 주어 'The house'는 3인칭 단수이므로 현재 시제 동사 'has'를 사용합니다. 집이 아름다운 정원을 (현재) 가지고 있다는 사실을 나타냅니다. A 'have'는 1, 2인칭 및 복수 주어에, D 'had'는 과거 시제에 사용됩니다. C 'having'은 동명사나 현재분사입니다. 이 문제는 시제(Tenses)에 관한 것입니다.",Tenses,beginner,2025-08-20 04:50:35.304173+00,2025-08-20 04:50:35.304173+00
a78924b3-7eab-407d-b243-b550af7ef6f6,"The children _____ playing in the park.",are,were,is,been,A,"정답은 A입니다. 주어 'The children'이 복수이고, 현재 공원에서 놀고 있는 진행 상황을 나타내므로 현재 진행형 'are playing'이 맞습니다. B 'were'는 과거 진행형, C 'is'는 단수 주어에 사용됩니다. D 'been'은 완료 시제에 사용됩니다. 예시: ‘The students are studying in the library.’",Tenses,beginner,2025-08-20 04:50:35.304173+00,2025-08-20 04:50:35.304173+00
7bc499bf-3f21-4831-b55a-aee3259849dc,"The food _____ delicious, so I ate it all.",tasted,smelled,taste,smells,A,"정답은 A입니다. 주절의 동사가 'ate'(과거)이므로, 종속절의 동사도 과거 시제인 'tasted'가 되어야 합니다. 음식이 맛있었던 것이 과거의 일이므로 'tasted'를 사용합니다. B 'smelled'는 '냄새가 났다', C 'taste'는 동사 원형, D 'smells'는 현재형입니다. 예시: ‘The soup tasted salty.’",Tenses,beginner,2025-08-20 04:50:35.304173+00,2025-08-20 04:50:35.304173+00
10bf5069-b09f-44e1-8739-d45f9d6bc79e,The letter _____ by my brother yesterday.,write,was written,wrote,writing,B,"정답은 B입니다. 이 문장은 수동태로, 'was written'는 과거시제 수동태입니다. 주어는 생략되고 동사 'write'가 'was'와 결합하여 사용됩니다. A 'write'는 현재시제입니다. C 'wrote'는 과거시제에 해당하지만, 수동태 문장에서는 'was written'를 사용해야 합니다. D 'writing'은 현재진행형으로, 수동태 문장에서는 사용될 수 없습니다. 예시: 'The window was broken by the children.', 'The cake was eaten.'",Passive Voice,beginner,2025-08-20 04:50:35.304173+00,2025-08-20 04:50:35.304173+00
c5f4f999-f30c-478f-adff-d30928902076,The new road _____ last year.,build,was built,built,building,B,"정답은 B입니다. 이 문장은 과거시제 수동태로, 'was built'는 주어 'The new road'에 대한 과거시제 수동태입니다. A 'build'는 현재시제입니다. C 'built'는 과거형이지만, 수동태 문장에서는 'was built'를 사용해야 합니다. D 'building'은 현재진행형으로, 수동태 문장에서는 사용될 수 없습니다. 예시: 'The house was painted last week.', 'The bridge was completed in 2023.'",Passive Voice,beginner,2025-08-20 04:50:35.304173+00,2025-08-20 04:50:35.304173+00
bada376f-3028-47a2-8be8-7440df65a50e,The car _____ by a thief.,steal,was stolen,stole,stealing,B,"정답은 B입니다. 이 문장은 과거시제 수동태로, 'was stolen'는 주어 'The car'에 대한 과거시제 수동태입니다. A 'steal'는 현재시제입니다. C 'stole'는 과거형이지만, 수동태 문장에서는 'was stolen'를 사용해야 합니다. D 'stealing'은 현재진행형으로, 수동태 문장에서는 사용될 수 없습니다. 예시: 'The money was stolen from the bank.', 'The jewels were taken by robbers.'",Passive Voice,beginner,2025-08-20 04:50:35.304173+00,2025-08-20 04:50:35.304173+00
541c0c2f-3264-4058-952d-8669839637b8,"The windows _____ every morning.",clean,are cleaned,cleaned,cleaning,B,"정답은 B입니다. 'every morning'이라는 표현으로 보아 반복되는 일이며, 창문은 '청소되는' 대상이므로 현재 시제 수동태 'are cleaned'가 맞습니다. A 'clean'은 능동태, C 'cleaned'는 과거형, D 'cleaning'은 동명사 또는 현재분사입니다. 예시: 'The rooms are cleaned every day.'",Passive Voice,beginner,2025-08-20 04:50:35.304173+00,2025-08-20 04:50:35.304173+00
c8a40a79-f9e6-4372-aeb4-2260583fea0c,The book _____ by many students.,read,was read,reads,reading,B,"정답은 B입니다. 이 문장은 과거시제 수동태로, 'was read'는 주어 'The book'에 대한 과거시제 수동태입니다. A 'read'는 현재시제입니다. C 'reads'는 3인칭 단수 현재형으로, 수동태 문장에서는 사용될 수 없습니다. D 'reading'은 현재진행형으로, 수동태 문장에서는 사용될 수 없습니다. 예시: 'The article was read by the teacher.', 'The report was reviewed carefully.'",Passive Voice,beginner,2025-08-20 04:50:35.304173+00,2025-08-20 04:50:35.304173+00
30c68926-3c81-4d4e-92c9-ed844bf51948,She _____ to school every day.,go,goes,going,gone,B,"정답은 B입니다. 주어 'She'는 3인칭 단수이고 'every day'는 반복되는 행동을 나타내므로, 현재 시제 동사에 '-es'를 붙인 'goes'가 맞습니다. A 'go'는 1, 2인칭 및 복수 주어에 사용됩니다. C 'going'은 현재 진행형, D 'gone'은 과거분사입니다. 예시: 'He goes to work by bus.'",Tenses,beginner,2025-08-20 04:50:35.304173+00,2025-08-20 04:50:35.304173+00
55662f53-7dc8-429d-bc9a-b57ceff681fc,I _____ a book yesterday.,see,saw,sees,seeing,B,"정답은 B입니다. 'yesterday'는 과거를 나타내므로, 과거 시제를 사용해야 합니다. 'saw'가 맞습니다. A 'see'는 현재시제입니다. C 'sees'는 3인칭 단수 현재 시제입니다. D 'seeing'은 현재진행형입니다. 예시: ‘I saw a cat yesterday.’",Tenses,beginner,2025-08-20 04:50:35.304173+00,2025-08-20 04:50:35.304173+00
b534d3f7-0ea5-4257-b4af-c718741c863f,He _____ coffee every morning.,drink,drinks,drinking,drunk,B,"정답은 B입니다. 'He'는 3인칭 단수 주어이므로, 현재시제 동사 원형 'drinks'를 사용합니다. A 'drink'는 1인칭, 2인칭, 복수주어에 사용됩니다. C 'drinking'은 현재진행형입니다. D 'drunk'는 과거분사로 완료시제에 사용됩니다. 예시: ‘She drinks tea every afternoon.’",Tenses,beginner,2025-08-20 04:50:35.304173+00,2025-08-20 04:50:35.304173+00
ee640ba5-0097-40fc-9b36-24e15cb7ee60,We _____ a movie last night.,watch,watched,watches,watching,B,"정답은 B입니다. 'last night'는 과거를 나타내므로, 과거 시제를 사용해야 합니다. 'watched'가 맞습니다. A 'watch'는 현재시제입니다. C 'watches'는 3인칭 단수 현재 시제입니다. D 'watching'은 현재진행형입니다. 예시: ‘They watched TV last evening.’",Tenses,beginner,2025-08-20 04:50:35.304173+00,2025-08-20 04:50:35.304173+00
edd6dda3-d8ab-46c1-9dbb-850eb390d676,She _____ to school every day.,go,goes,going,gone,B,"정답은 B입니다. 주어 'She'는 3인칭 단수이고 'every day'는 반복되는 행동을 나타내므로, 현재 시제 동사에 '-es'를 붙인 'goes'가 맞습니다. 이 문제는 시제(Tenses)에 관한 것입니다. 예시: 'He goes to work by bus.'",Tenses,beginner,2025-08-20 04:50:35.304173+00,2025-08-20 04:50:35.304173+00
36c4a9cd-5d22-458f-a162-d29d23b2a511,The book is _____ the table.,on,in,at,under,A,"정답은 A입니다. 'on'은 일반적으로 평평한 표면 위에 있는 것을 나타내는 전치사입니다. B 'in'은 일반적으로 공간의 안쪽에 있는 것을 나타냅니다. C 'at'은 특정 지점이나 위치를 나타냅니다. D 'under'는 아래에 있는 것을 나타냅니다. 예시: ‘The book is on the table.’, ‘The cat is on the mat.’",Prepositions,beginner,2025-08-20 04:50:35.304173+00,2025-08-20 04:50:35.304173+00
ad7b12ba-d967-4ce3-8e89-0ebdd1085443,"I usually drink tea _____ the morning.",at,in,for,to,B,"정답은 B입니다. 'in the morning'은 '아침에'라는 의미의 관용적인 표현입니다. 'at'은 특정 시각(at 8 o'clock), 'for'는 기간, 'to'는 목적을 나타냅니다. 예시: ‘I take a walk in the afternoon.’",Prepositions,beginner,2025-08-20 04:50:35.304173+00,2025-08-20 04:50:35.304173+00
0d201915-4c9b-4a9c-9569-c16a79f4789c,Please put the keys _____ your bag.,in,on,at,under,A,"정답은 A입니다. 'in'은 일반적으로 공간의 안쪽에 있는 것을 나타냅니다. B 'on'은 표면 위에 있는 것을 나타냅니다. C 'at'은 특정 지점이나 위치를 나타냅니다. D 'under'는 아래에 있는 것을 나타냅니다. 예시: ‘Put the keys in your bag.’, ‘The book is in the box.’",Prepositions,beginner,2025-08-20 04:50:35.304173+00,2025-08-20 04:50:35.304173+00
ca3881e0-4c01-45f0-9697-ca94204fbbe5,The children are playing _____ the park.,in,on,at,under,A,"정답은 A입니다. 'in'은 일반적으로 공간의 안쪽에 있는 것을 나타냅니다. B 'on'은 표면 위에 있는 것을 나타냅니다. C 'at'은 특정 지점이나 위치를 나타냅니다. D 'under'는 아래에 있는 것을 나타냅니다. 예시: ‘The children are playing in the park.’, ‘The cat is playing in the garden.’",Prepositions,beginner,2025-08-20 04:50:35.304173+00,2025-08-20 04:50:35.304173+00
09a6f872-07ca-459e-9bc6-40fb1f5d1ce1,She _____ to school every day.,go,goes,going,gone,B,"정답은 B입니다. 주어 'She'는 3인칭 단수이고 'every day'는 반복되는 행동을 나타내므로, 현재 시제 동사에 '-es'를 붙인 'goes'가 맞습니다. 이 문제는 시제(Tenses)에 관한 것입니다. 예시: 'He goes to work by bus.'",Tenses,beginner,2025-08-20 04:50:35.304173+00,2025-08-20 04:50:35.304173+00
244fd4cb-3b34-47ff-9210-4e73f3f37d23,"I _____ a book now. It's very interesting.",read,am reading,reads,reading,B,"정답은 B입니다. 'now'라는 단서로 보아 지금 책을 읽고 있는 중임을 나타내는 현재 진행형 'am reading'이 가장 적절합니다. A 'read'는 현재형 또는 과거형, C 'reads'는 3인칭 단수 현재형, D 'reading'은 동명사 또는 현재분사로 단독으로 동사 역할을 할 수 없습니다. 이 문제는 시제(Tenses)에 관한 것입니다.",Tenses,beginner,2025-08-20 04:50:35.304173+00,2025-08-20 04:50:35.304173+00
b89fc15b-1b63-4626-95de-857eb2b01f15,He said that he _____ to the party.,go,goes,went,going,C,"정답은 C입니다. 'said that' 뒤에는 과거 시제 형태가 사용됩니다. 따라서, 'he'에 해당하는 주어 역시 과거 시제로 진행되어 'went'를 사용합니다. A 'go'는 현재 및 미래 시제입니다. B 'goes'는 3인칭 단수 주어에 사용됩니다. D 'going'은 현재진행형이나 동명사로 사용되어 부적절합니다. 예시: 'He said that he went to the store yesterday.', 'She said that she was going to school.'",Conjunctions,beginner,2025-08-20 04:50:35.304173+00,2025-08-20 04:50:35.304173+00
de9a6944-92af-451a-bdf3-e2bf573527c6,"We _____ dinner now. My mother is cooking it.",eat,are eating,ate,eating,B,"정답은 B입니다. 'now'와 'My mother is cooking it'이라는 단서로 보아 지금 저녁을 먹고 있는 중임을 나타내는 현재 진행형 'are eating'이 가장 적절합니다. A 'eat'는 현재형, C 'ate'는 과거형, D 'eating'은 동명사 또는 현재분사입니다. 이 문제는 시제(Tenses)에 관한 것입니다.",Tenses,beginner,2025-08-20 04:50:35.304173+00,2025-08-20 04:50:35.304173+00
3efb4de7-c234-476c-b3fa-b7e5b3e25da7,"If it _____ tomorrow, we will stay at home.",rain,rains,rained,raining,B,"정답은 B입니다. 미래의 가능성에 대한 조건을 나타내는 조건문 1유형(first conditional)입니다. 'if' 절에는 현재 시제를 사용하여 미래를 나타냅니다. 주어가 3인칭 단수 'it'이므로 'rains'가 맞습니다. 예시: 'If she studies hard, she will pass the exam.'",Conditionals,beginner,2025-08-20 04:50:35.304173+00,2025-08-20 04:50:35.304173+00
9bbd24c1-9c3e-4f77-b1a3-624436a98dbb,She _____ to school every day.,go,goes,going,gone,B,"정답은 B입니다. 주어 'She'는 3인칭 단수이고 'every day'는 반복되는 행동을 나타내므로, 현재 시제 동사에 '-es'를 붙인 'goes'가 맞습니다. 이 문제는 시제(Tenses)에 관한 것입니다. 예시: 'He goes to work by bus.'",Tenses,beginner,2025-08-20 04:50:35.304173+00,2025-08-20 04:50:35.304173+00
b6457b0d-b914-43de-b5b0-753a766cdfd0,I _____ a book now.,am read,read,am reading,reads,C,"정답은 C입니다. 'am reading'은 현재진행형으로, 지금 이 순간 '읽고 있다'는 의미를 나타냅니다. A 'read'는 단순 과거 시제 또는 과거분사로 사용됩니다. B 'read'는 1인칭, 2인칭, 복수주어에 사용됩니다. D 'reads'는 3인칭 단수 주어에 사용됩니다. 예시: 'I am reading a book.', 'She is reading the newspaper.'",Modal Verbs,beginner,2025-08-20 04:50:35.304173+00,2025-08-20 04:50:35.304173+00
ad4da64c-6a7b-4ca4-93a1-a0ac321db116,"They _____ to the park every Sunday.",go,goes,went,going,A,"정답은 A입니다. 주어 'They'는 복수이고 'every Sunday'는 반복되는 행동을 나타내므로, 현재 시제 동사 원형 'go'가 맞습니다. B 'goes'는 3인칭 단수 주어에, C 'went'는 과거 시제에, D 'going'은 진행형에 사용됩니다. 이 문제는 시제(Tenses)에 관한 것입니다.",Tenses,beginner,2025-08-20 04:50:35.304173+00,2025-08-20 04:50:35.304173+00
9fb1be71-f52a-4ce2-a8bd-6874da971bbc,"He _____ tired after a long day.",is,are,was,be,A,"정답은 A입니다. 주어 'He'는 3인칭 단수이므로 be동사의 현재형은 'is'입니다. '그는 긴 하루 끝에 피곤하다'는 현재의 상태를 나타냅니다. C 'was'는 과거형입니다. B 'are'는 복수 주어에, D 'be'는 동사 원형으로 여기에 올 수 없습니다. 이 문제는 시제(Tenses)와 수일치(Subject-Verb Agreement)에 관한 것입니다.",Tenses,beginner,2025-08-20 04:50:35.304173+00,2025-08-20 04:50:35.304173+00
021cf80d-da3e-4c33-8295-633dd17f1d73,"We _____ happy to see you!",is,are,am,be,B,"정답은 B입니다. 주어 'We'는 복수이므로 be동사의 현재형은 'are'입니다. '우리는 당신을 보게 되어 기쁘다'는 현재의 감정을 나타냅니다. A 'is'와 C 'am'은 단수 주어에 사용됩니다. D 'be'는 동사 원형으로 여기에 올 수 없습니다. 이 문제는 수일치(Subject-Verb Agreement)에 관한 것입니다.",Tenses,beginner,2025-08-20 04:50:35.304173+00,2025-08-20 04:50:35.304173+00
